ID:0, Name:Dwarf remains, Stackable:false, Equipment:false, Destroy:true, SpecBar:false
ID:1875, Name:Onion & tomato, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1876, Name:Onion & tomato, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1877, Name:Rotten food, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1878, Name:Rotten food, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1879, Name:Rotten food, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1880, Name:Rotten food, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1881, Name:Kebab mix, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1882, Name:Kebab mix, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1883, Name:Ugthanki kebab, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1884, Name:Ugthanki kebab, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1885, Name:Ugthanki kebab, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1886, Name:Ugthanki kebab, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1887, Name:Cake tin, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1888, Name:Cake tin, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1889, Name:Uncooked cake, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1890, Name:Uncooked cake, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1891, Name:Cake, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1892, Name:Cake, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1893, Name:2/3 cake, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1894, Name:2/3 cake, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1895, Name:Slice of cake, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1896, Name:Slice of cake, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1897, Name:Chocolate cake, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1898, Name:Chocolate cake, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1899, Name:2/3 chocolate cake, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1900, Name:2/3 chocolate cake, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1901, Name:Chocolate slice, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1902, Name:Chocolate slice, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1903, Name:Burnt cake, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1904, Name:Burnt cake, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1905, Name:Asgarnian ale, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1906, Name:Asgarnian ale, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1907, Name:Wizard's mind bomb, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1908, Name:Wizard's mind bomb, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1909, Name:Greenman's ale, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1910, Name:Greenman's ale, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1911, Name:Dragon bitter, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1912, Name:Dragon bitter, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1913, Name:Dwarven stout, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1914, Name:Dwarven stout, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1915, Name:Grog, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1916, Name:Grog, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1917, Name:Beer, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:1918, Name:Beer, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1919, Name:Beer glass, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1920, Name:Beer glass, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1921, Name:Bowl of water, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1922, Name:Bowl of water, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1923, Name:Bowl, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1924, Name:Bowl, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1925, Name:Bucket, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1926, Name:Bucket, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1927, Name:Bucket of milk, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1928, Name:Bucket of milk, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1929, Name:Bucket of water, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1930, Name:Bucket of water, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1931, Name:Empty pot, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1932, Name:Empty pot, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1933, Name:Pot of flour, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1934, Name:Pot of flour, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1935, Name:Jug, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1936, Name:Jug, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1937, Name:Jug of water, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1938, Name:Jug of water, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1939, Name:Swamp tar, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1940, Name:Raw swamp paste, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1941, Name:Swamp paste, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1942, Name:Raw potato, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1943, Name:Raw potato, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1944, Name:Egg, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1945, Name:Egg, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1946, Name:Flour, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1947, Name:Wheat, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1948, Name:Wheat, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1949, Name:Chef's hat, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:1950, Name:Chef's hat, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1951, Name:Redberries, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1952, Name:Redberries, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1953, Name:Pastry dough, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1954, Name:Pastry dough, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1955, Name:Cooking apple, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1956, Name:Cooking apple, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1957, Name:Onion, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1958, Name:Onion, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1959, Name:Pumpkin, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1960, Name:Pumpkin, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1961, Name:Easter egg, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1962, Name:Easter egg, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1963, Name:Banana, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:1964, Name:Banana, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1965, Name:Cabbage, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1966, Name:Cabbage, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1967, Name:Cabbage, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1968, Name:Cabbage, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1969, Name:Spinach roll, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1970, Name:Tinderbox, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1971, Name:Kebab, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1972, Name:Kebab, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1973, Name:Chocolate bar, Stackable:false, Equipment:true, Destroy:false, SpecBar:false
ID:1974, Name:Chocolate bar, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1975, Name:Chocolate dust, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1976, Name:Chocolate dust, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1977, Name:Chocolatey milk, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1978, Name:Cup of tea, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1979, Name:Cup of tea, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1980, Name:Empty cup, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1981, Name:Empty cup, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1982, Name:Tomato, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1983, Name:Tomato, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1984, Name:Rotten apple, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1985, Name:Cheese, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1986, Name:Cheese, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1987, Name:Grapes, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1988, Name:Grapes, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1989, Name:Half full wine jug, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1990, Name:Half full wine jug, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1991, Name:Jug of bad wine, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1992, Name:Jug of bad wine, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1993, Name:Jug of wine, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1994, Name:Jug of wine, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1995, Name:Unfermented wine, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1996, Name:Unfermented wine, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1997, Name:Incomplete stew, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:1998, Name:Incomplete stew, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:1999, Name:Rotten food, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2000, Name:Rotten food, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2001, Name:Uncooked stew, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2002, Name:Uncooked stew, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2003, Name:Stew, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2004, Name:Stew, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2005, Name:Burnt stew, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2006, Name:Burnt stew, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2007, Name:Spice, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2008, Name:Spice, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2009, Name:Uncooked curry, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2010, Name:Uncooked curry, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2011, Name:Curry, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2012, Name:Curry, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2013, Name:Burnt curry, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2014, Name:Burnt curry, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2015, Name:Vodka, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2016, Name:Vodka, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2017, Name:Whisky, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2018, Name:Whisky, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2019, Name:Gin, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2020, Name:Gin, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2021, Name:Brandy, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2022, Name:Brandy, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2023, Name:Cocktail guide, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2024, Name:Cocktail guide, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2025, Name:Cocktail shaker, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2026, Name:Cocktail glass, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2027, Name:Cocktail glass, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2028, Name:Premade blurb' sp., Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2029, Name:Premade blurb' sp., Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2030, Name:Premade choc s'dy, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2031, Name:Premade choc s'dy, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2032, Name:Premade dr' dragon, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2033, Name:Premade dr' dragon, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2034, Name:Premade fr' blast, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2035, Name:Premade fr' blast, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2036, Name:Premade p' punch, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2037, Name:Premade p' punch, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2038, Name:Premade sgg, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2039, Name:Premade sgg, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2040, Name:Premade wiz blz'd, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2041, Name:Premade wiz blz'd, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2042, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2043, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2044, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2045, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2046, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2047, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2048, Name:Pineapple punch, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2049, Name:Pineapple punch, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2050, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2051, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2052, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2053, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2054, Name:Wizard blizzard, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2055, Name:Wizard blizzard, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2056, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2057, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2058, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2059, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2060, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2061, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2062, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2063, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2064, Name:Blurberry special, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2065, Name:Blurberry special, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2066, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2067, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2068, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2069, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2070, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2071, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2072, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2073, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2074, Name:Choc saturday, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2075, Name:Choc saturday, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2076, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2077, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2078, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2079, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2080, Name:Short green guy, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2081, Name:Short green guy, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2082, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2083, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2084, Name:Fruit blast, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2085, Name:Fruit blast, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2086, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2087, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2088, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2089, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2090, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2091, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2092, Name:Drunk dragon, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2093, Name:Drunk dragon, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2094, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2095, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2096, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2097, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2098, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2099, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2100, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2101, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2102, Name:Lemon, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2103, Name:Lemon, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2104, Name:Lemon chunks, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2105, Name:Lemon chunks, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2106, Name:Lemon slices, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2107, Name:Lemon slices, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2108, Name:Orange, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2109, Name:Orange, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2110, Name:Orange chunks, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2111, Name:Orange chunks, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2112, Name:Orange slices, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2113, Name:Orange slices, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2114, Name:Pineapple, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2115, Name:Pineapple, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2116, Name:Pineapple chunks, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2117, Name:Pineapple chunks, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2118, Name:Pineapple ring, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2119, Name:Pineapple ring, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2120, Name:Lime, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2121, Name:Lime, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2122, Name:Lime chunks, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2123, Name:Lime chunks, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2124, Name:Lime slices, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2125, Name:Lime slices, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2126, Name:Dwellberries, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2127, Name:Dwellberries, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2128, Name:Equa leaves, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2129, Name:Equa leaves, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2130, Name:Pot of cream, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2131, Name:Pot of cream, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2132, Name:Raw beef, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2133, Name:Raw beef, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2134, Name:Raw rat meat, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2135, Name:Raw rat meat, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2136, Name:Raw bear meat, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2137, Name:Raw bear meat, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2138, Name:Raw chicken, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2139, Name:Raw chicken, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2140, Name:Cooked chicken, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2141, Name:Cooked chicken, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2142, Name:Cooked meat, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2143, Name:Cooked meat, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2144, Name:Burnt chicken, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2145, Name:Burnt chicken, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2146, Name:Burnt meat, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2147, Name:Burnt meat, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2148, Name:Raw lava eel, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2149, Name:Lava eel, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2150, Name:Swamp toad, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2151, Name:Swamp toad, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2152, Name:Toad's legs, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2153, Name:Toad's legs, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2154, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2155, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2156, Name:Spicy toad's legs, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2157, Name:Spicy toad's legs, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2158, Name:Seasoned legs, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2159, Name:Seasoned legs, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2160, Name:Spicy worm, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2161, Name:Spicy worm, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2162, Name:King worm, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2163, Name:King worm, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2164, Name:Batta tin, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2165, Name:Crunchy tray, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2166, Name:Gnomebowl mould, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2167, Name:Gianne's cook book, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2168, Name:Gianne's cook book, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2169, Name:Gnome spice, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2170, Name:Gnome spice, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2171, Name:Gianne dough, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2172, Name:Gianne dough, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2173, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2174, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2175, Name:Burnt gnomebowl, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2176, Name:Burnt gnomebowl, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2177, Name:Half baked bowl, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2178, Name:Raw gnomebowl, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2179, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2180, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2181, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2182, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2183, Name:Picture, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2184, Name:Picture, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2185, Name:Chocolate bomb, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
ID:2186, Name:Chocolate bomb, Stackable:true, Equipment:false, Destroy:false, SpecBar:false
ID:2187, Name:Tangled toads' legs, Stackable:false, Equipment:false, Destroy:false, SpecBar:false
